DOEID,MULTSTV,MICRO,TOASTER,COFFEE,NUMFRIG,CWASHER,WASHLOAD,DRYER,NUMCFAN,TVCOLOR,BIGTV,DVD,PLAYSTA,TVONWD,TVONWE,STEREO,NUMPC,LAPTOPPC,PCTYPE1,PCPRINT,AIRCOND,LGT12,NOUTLGTNT,DOLLAREL
258,0,1,0,1,1,1,3,1,2,4,1,2,1,3,3,0,2,1,1,1,1,0,0,1944
259,0,1,0,0,1,1,3,1,2,2,0,1,0,2,3,0,1,0,1,1,1,0,2,828
260,0,1,1,1,1,1,2,1,3,2,0,1,1,3,3,1,2,1,1,1,1,2,1,2843
261,0,1,1,1,1,1,1,1,1,1,0,0,0,2,2,1,0,0,0,0,1,0,0,518
262,0,0,1,1,1,1,1,0,4,3,0,1,0,2,2,1,0,0,0,0,0,0,0,539
263,0,1,0,1,1,1,5,1,2,4,0,1,1,2,2,1,1,1,2,0,1,0,0,588
264,0,1,1,1,1,1,4,1,4,4,0,1,1,3,2,1,1,0,1,1,1,0,1,1708
265,0,1,0,0,1,1,2,1,0,3,0,1,1,1,2,1,0,0,0,0,1,0,0,229
266,0,0,0,0,1,1,1,1,1,1,0,1,0,2,2,0,1,1,2,0,1,0,0,269
267,0,1,1,0,2,1,3,1,1,6,5,3,1,4,4,1,4,1,1,1,1,2,1,1292
268,0,0,0,1,1,1,3,1,2,2,0,1,0,3,3,1,1,0,1,1,1,1,0,1019
269,0,1,1,1,1,0,0,0,0,1,0,1,1,3,3,1,1,1,2,1,1,1,0,802
270,0,1,1,0,1,0,0,0,0,3,1,1,0,1,1,0,3,1,1,1,1,1,0,1719
271,0,0,1,0,1,1,2,1,0,4,0,2,1,3,3,0,0,0,0,0,1,2,1,521
272,0,1,0,0,1,1,4,1,2,2,0,0,0,3,3,0,1,0,1,1,1,0,0,1861
273,0,0,0,1,2,1,3,1,2,3,1,2,1,3,3,1,1,0,1,1,1,0,0,1214
274,0,1,1,0,2,1,4,1,0,5,0,2,1,3,3,1,2,1,1,1,0,8,0,1176
275,0,1,0,1,1,1,2,1,3,1,1,1,0,2,2,1,1,0,1,1,1,0,1,485
276,0,1,0,1,1,1,2,1,1,3,0,2,0,2,2,1,1,0,1,1,1,0,0,1035
277,0,1,0,0,1,1,4,1,1,3,0,1,0,3,3,1,3,1,1,1,1,0,0,1748
278,0,1,0,0,1,1,3,1,1,2,0,0,0,3,3,0,0,0,0,0,1,0,0,774
279,0,1,0,0,1,1,2,1,0,1,0,1,0,3,3,1,0,0,0,0,1,0,1,665
280,0,1,0,1,3,1,2,1,0,3,0,3,1,2,2,1,3,1,2,1,1,0,0,334
281,0,1,1,1,1,1,3,1,1,3,0,3,0,3,3,1,1,0,1,1,1,0,2,2377
282,0,1,1,1,1,1,2,1,6,2,0,1,0,2,3,0,1,0,1,1,1,0,0,1276
283,0,1,1,1,1,1,3,1,1,1,0,0,0,3,3,1,0,0,0,0,1,0,1,670
284,0,1,0,1,1,0,0,0,2,2,0,1,0,2,1,1,1,1,2,1,1,0,1,407
285,0,1,0,1,2,1,2,1,3,2,0,2,1,2,2,1,2,0,1,1,1,2,1,1346
286,0,0,0,1,1,1,2,1,5,2,1,1,0,3,3,1,1,0,1,1,1,0,0,640
287,0,1,0,1,1,1,3,1,1,2,0,1,0,2,2,0,1,0,1,0,1,0,1,939
288,0,1,0,1,2,1,3,1,3,2,0,0,0,4,4,0,1,0,1,1,0,0,1,800
289,0,1,0,1,3,1,2,1,4,3,0,2,1,2,3,1,3,1,1,1,1,0,0,1707
290,0,1,0,0,1,0,0,0,0,1,0,1,0,3,3,1,1,1,2,1,0,0,0,342
291,0,0,0,0,1,0,0,0,0,2,0,1,0,2,2,0,0,0,0,0,0,0,0,139
292,0,1,0,1,1,1,2,1,2,1,0,1,0,1,1,1,1,0,1,0,1,0,0,263
293,0,1,1,1,1,0,0,0,2,2,0,1,0,2,3,1,2,1,1,1,1,1,0,339
294,0,1,0,0,1,1,1,0,0,3,0,1,0,3,3,1,0,0,0,0,1,0,0,524
295,0,1,1,1,2,1,2,1,2,2,1,1,0,2,2,0,1,0,1,1,0,0,0,604
296,0,1,0,1,1,1,3,1,1,2,2,1,0,2,2,1,2,2,2,0,1,0,1,1826
297,0,1,0,0,2,1,3,1,3,5,1,5,1,2,2,1,3,0,1,1,1,2,0,1918
298,0,1,0,1,1,0,0,0,0,1,0,1,0,2,2,1,1,0,1,1,1,0,0,584
299,0,1,0,0,1,1,2,1,2,2,0,2,1,2,2,0,0,0,0,0,0,0,1,320
300,0,1,0,1,1,0,0,0,0,2,0,1,0,2,2,1,0,0,0,0,1,0,0,464
301,0,1,0,1,1,0,0,0,0,2,0,0,1,1,2,1,0,0,0,0,0,1,0,816
302,0,1,1,1,2,1,3,1,0,2,0,1,0,1,2,1,2,1,1,1,1,0,1,1096
303,0,1,0,0,1,1,3,1,2,1,1,1,0,2,1,1,1,1,2,1,1,0,0,716
304,0,1,0,0,3,1,4,1,2,4,0,4,0,4,4,1,0,0,0,0,1,4,0,1390
305,0,1,0,1,1,1,2,1,1,2,0,1,0,3,3,1,1,0,1,1,1,2,0,874
306,0,1,0,1,2,1,2,1,1,3,2,1,0,2,2,1,1,0,1,1,0,0,0,2460
307,0,1,0,1,1,0,0,0,0,1,0,0,0,4,4,0,0,0,0,0,0,1,0,113
308,0,1,1,0,1,1,3,1,0,3,0,2,1,3,3,0,2,0,1,1,1,3,1,2545
309,0,1,0,0,1,1,3,1,5,2,0,0,0,3,1,0,1,0,1,1,1,1,2,633
310,0,1,0,1,1,1,2,1,4,3,1,1,1,2,3,1,1,0,1,1,1,2,1,895
311,0,0,0,0,1,0,0,0,0,2,0,0,1,2,2,1,0,0,0,0,1,0,0,760
312,0,1,1,0,1,1,3,1,4,3,2,1,1,2,2,1,1,0,1,1,1,0,0,516
313,0,1,0,1,1,1,2,1,2,2,1,1,0,2,3,0,2,1,2,1,1,1,0,902
314,0,1,0,0,1,1,2,1,5,3,1,1,0,3,3,1,1,0,1,1,1,1,2,2368
315,0,1,0,1,1,1,2,1,6,2,0,0,0,2,3,1,1,0,1,1,1,3,1,886
316,0,1,0,1,2,1,3,1,1,3,0,0,1,3,3,0,0,0,0,0,1,0,0,1168
317,0,1,0,0,1,1,3,1,4,3,1,1,0,2,3,1,1,0,1,1,1,0,1,1006
318,0,1,1,0,1,1,2,1,1,1,1,0,0,2,2,1,0,0,0,0,1,0,2,777
319,0,1,0,1,2,1,2,1,3,2,0,1,0,3,3,1,1,0,1,1,1,1,0,1702
320,0,1,0,1,2,1,3,1,2,4,0,3,1,4,4,1,3,1,2,1,1,1,1,1180
321,0,1,1,1,1,1,1,1,4,4,0,3,0,3,3,0,2,0,1,1,1,0,0,2654
322,0,1,1,0,1,1,2,0,0,1,0,1,0,2,2,0,0,0,0,0,1,0,0,304
323,0,1,0,1,1,1,2,1,4,1,1,0,0,3,2,0,0,0,0,0,1,0,0,674
324,0,0,1,1,1,1,3,1,0,2,0,1,1,3,3,1,0,0,0,0,1,0,0,505
325,0,1,0,1,2,1,3,1,0,4,1,4,1,3,3,0,1,0,1,1,0,0,0,700
326,0,0,1,1,1,1,3,1,0,2,0,2,0,3,3,1,1,1,2,1,1,0,0,571
327,0,1,0,0,1,1,2,1,0,1,0,1,1,2,2,1,1,1,2,1,1,2,0,1439
328,0,1,0,0,2,1,3,1,4,2,0,1,0,3,3,1,1,0,1,1,0,3,0,1388
329,0,1,0,1,1,1,3,1,4,2,0,1,1,3,3,1,1,0,1,1,1,2,1,714
330,0,1,1,0,1,1,3,1,1,2,0,1,0,3,3,0,1,0,1,1,1,0,0,1463
331,0,1,0,0,1,0,0,0,0,2,0,1,1,2,3,0,0,0,0,0,1,2,0,1228
332,0,1,0,0,1,1,2,0,0,1,0,0,0,3,3,1,0,0,0,0,1,2,0,983
333,0,1,0,1,1,1,3,1,4,2,0,1,0,3,3,0,1,0,1,1,1,1,1,1519
334,0,1,0,0,1,1,2,0,1,1,0,0,0,1,1,0,3,1,1,1,1,0,1,1507
335,0,1,1,0,1,1,2,1,0,4,0,2,0,2,3,1,3,1,2,1,1,0,6,2018
336,0,1,1,0,1,1,2,1,2,2,0,0,0,2,2,1,1,0,1,1,0,0,0,896
337,0,1,1,0,1,1,2,1,1,1,0,1,0,3,3,0,1,1,2,1,1,0,0,393
338,0,1,1,1,1,1,5,1,4,2,0,1,0,3,2,1,1,0,1,1,1,0,0,1263
339,0,0,0,0,2,0,0,0,2,3,0,1,0,3,3,1,1,0,1,0,1,0,0,509
340,0,1,0,1,1,0,0,0,0,2,0,2,0,3,3,1,1,1,2,1,1,0,0,667
341,0,1,0,0,1,1,3,1,0,2,0,0,0,1,1,1,0,0,0,0,1,1,1,959
342,0,1,0,1,2,1,2,1,3,3,1,0,0,3,3,0,1,0,1,1,0,0,1,1216
343,0,1,1,1,2,1,2,1,4,1,0,0,0,2,1,0,0,0,0,0,1,0,1,1682
344,0,1,1,1,1,1,2,0,3,4,1,1,1,2,2,1,0,0,0,0,0,1,1,575
345,0,1,1,1,1,1,2,1,0,1,0,1,1,2,2,1,1,0,1,0,1,0,0,623
346,0,1,0,0,1,1,2,1,6,4,0,1,1,3,3,1,1,0,1,1,1,0,0,1855
347,0,1,0,1,1,1,2,1,1,6,0,0,0,3,3,1,2,1,2,1,0,0,0,1089
348,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,556
349,0,0,1,0,1,1,2,1,3,3,0,1,1,4,2,0,0,0,0,0,1,0,0,234
350,0,1,0,0,1,1,3,1,0,2,0,1,1,2,1,1,0,0,0,0,1,1,0,1549
351,0,1,1,0,1,0,0,0,2,1,1,1,1,2,3,1,0,0,0,0,1,0,0,850
352,0,1,0,1,1,1,1,1,2,2,0,1,0,2,1,1,1,0,1,1,1,0,1,968
353,0,1,0,1,2,1,4,1,2,1,1,1,0,1,2,1,3,1,2,1,1,0,0,1865
354,0,1,0,1,1,1,3,0,0,3,1,2,0,2,2,1,1,0,1,1,1,0,0,820
355,0,1,0,0,1,0,0,0,2,1,1,0,0,3,3,0,0,0,0,0,1,2,0,798
356,0,1,0,0,1,1,3,1,3,3,0,1,0,2,3,1,1,0,1,1,0,0,0,1022
357,0,0,0,0,1,0,0,0,0,2,0,0,1,3,4,0,0,0,0,0,0,0,0,272
358,0,1,0,0,1,1,3,1,4,2,0,1,0,4,2,1,0,0,0,0,1,0,2,2763
359,0,1,0,0,1,1,4,1,1,4,2,2,1,3,4,0,1,0,1,1,1,0,0,554
360,0,1,0,0,1,1,2,1,4,1,0,2,0,1,1,0,0,0,0,0,1,1,0,395
361,0,1,1,0,2,1,2,1,0,5,0,3,0,2,2,1,3,0,1,1,0,0,0,510
362,0,1,0,1,2,1,3,1,3,4,1,1,0,2,2,1,1,0,1,1,1,0,1,1481
363,0,0,0,1,1,0,0,0,0,1,0,1,0,2,2,1,1,0,1,1,1,0,0,663
364,0,0,0,0,1,1,2,0,0,2,0,0,0,3,3,0,0,0,0,0,1,0,0,310
365,0,1,1,0,1,1,3,1,4,3,0,1,1,3,3,1,0,0,0,0,1,2,0,897
366,0,1,1,1,1,0,0,0,2,2,0,0,0,2,2,1,0,0,0,0,1,0,0,1114
367,0,1,1,1,2,1,3,1,6,4,1,1,1,2,3,1,1,0,1,1,1,0,1,1881
368,0,1,0,1,2,1,3,1,3,2,1,1,1,1,1,1,1,0,1,1,0,0,0,1253
369,0,1,1,1,1,1,2,1,1,2,0,1,0,2,2,1,1,0,1,1,1,0,0,1089
370,0,1,0,1,1,1,3,1,4,4,0,6,1,3,2,0,7,2,1,1,1,0,0,2592
371,0,1,0,1,1,1,2,1,1,2,0,2,1,2,3,1,4,2,2,1,1,0,1,1929
372,0,1,0,0,1,1,2,1,2,3,0,3,0,2,3,0,1,0,1,1,1,0,0,637
373,0,1,1,0,1,1,3,1,5,3,0,2,1,4,4,1,2,0,1,1,1,2,2,1182
374,0,1,1,1,1,1,2,1,0,2,0,2,0,2,2,0,1,0,1,0,1,0,0,1371
375,0,1,0,1,1,1,3,1,2,5,0,4,1,3,3,1,0,0,0,0,1,0,0,859
376,0,1,0,0,2,1,2,1,6,4,1,1,0,3,2,1,1,0,1,0,1,0,3,2246
377,0,1,0,0,1,1,3,1,3,2,0,0,0,4,4,0,0,0,0,0,1,1,0,596
378,0,1,0,0,1,1,4,1,5,2,2,2,1,2,2,1,2,0,1,1,1,0,3,1958
379,0,1,1,1,1,1,2,1,3,5,0,2,0,4,4,1,1,0,1,1,1,2,1,2476
380,0,1,0,0,1,1,4,1,1,1,0,0,0,2,2,0,0,0,0,0,1,0,0,876
381,0,1,1,1,1,1,3,1,1,3,1,1,1,3,2,1,2,0,1,1,1,0,0,1091
382,0,1,0,0,1,0,0,0,0,5,0,1,0,3,4,1,1,1,2,0,1,0,0,685
383,0,1,1,0,1,1,2,1,0,2,0,2,0,3,3,1,1,0,1,1,1,0,0,499
384,0,0,1,1,1,1,2,1,2,2,1,0,0,3,3,0,1,0,1,1,0,0,4,637
385,0,0,0,1,1,1,3,1,0,4,1,1,0,4,4,0,1,0,1,0,1,0,2,1305
386,0,1,0,0,1,1,4,1,0,3,0,1,0,3,3,1,1,0,1,1,0,0,0,729
387,0,1,1,0,2,1,1,1,4,2,0,1,0,2,2,0,0,0,0,0,1,0,0,1712
388,0,1,1,1,2,1,2,1,7,6,1,1,0,2,3,1,1,0,1,1,1,0,0,1510
389,0,1,0,0,1,1,3,0,2,1,0,0,0,1,2,1,2,0,1,1,1,0,0,880
390,0,1,0,1,1,1,2,1,1,3,0,0,0,3,3,1,1,0,1,1,1,0,0,744
391,0,1,0,1,1,0,0,0,0,1,0,0,0,2,3,1,1,0,1,1,0,1,0,1294
392,0,1,0,0,1,1,5,1,4,3,1,1,0,3,3,1,0,0,0,0,0,0,1,660
393,0,1,1,0,1,1,3,1,0,4,0,1,1,2,1,1,1,0,1,0,0,0,0,376
394,0,1,0,1,1,1,1,1,1,1,0,0,0,3,2,1,0,0,0,0,0,0,0,624
395,0,1,0,1,1,1,2,1,1,2,0,1,0,2,3,0,1,0,1,1,1,0,0,854
396,0,0,0,0,1,1,2,1,0,1,0,0,0,1,1,1,2,1,2,1,1,0,0,844
397,0,0,0,0,1,0,0,0,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,662
398,0,1,0,0,1,1,5,1,7,4,0,3,1,2,3,1,2,1,1,0,1,2,1,1317
399,0,1,0,1,1,1,2,1,1,2,0,1,0,3,3,1,1,0,1,1,1,0,3,746
400,0,1,1,0,2,1,4,1,0,2,0,1,0,2,2,1,3,1,1,1,1,0,2,1295
401,0,1,0,0,1,1,2,1,3,2,1,1,0,2,2,0,1,0,1,1,0,0,0,1121
402,1,1,0,1,1,1,1,1,0,3,1,2,0,2,3,1,0,0,0,0,0,0,0,474
403,0,1,0,1,1,1,3,1,3,1,0,1,0,2,1,1,1,0,1,1,1,0,0,1312
404,0,1,0,1,1,1,3,0,3,3,0,0,1,1,3,0,2,1,1,0,1,0,0,717
405,0,1,0,0,2,1,3,1,1,3,1,2,1,3,3,1,1,0,1,1,1,0,1,1900
406,0,1,1,1,2,1,2,1,10,5,2,2,1,2,3,1,3,1,1,1,1,2,0,1497
407,0,1,0,1,1,1,3,1,0,4,1,1,1,3,3,1,2,0,1,1,1,0,0,1124
408,0,1,0,1,1,1,4,1,3,2,0,1,0,3,3,1,0,0,0,0,1,2,0,471
409,0,1,1,0,1,1,2,1,2,4,2,3,1,3,3,1,3,1,1,1,1,0,0,526
410,0,1,0,1,1,0,0,0,0,2,0,1,0,2,1,1,1,0,1,1,1,0,0,519
411,0,1,0,1,1,1,3,1,1,3,0,3,1,3,2,1,1,0,1,1,1,1,0,613
412,0,0,0,1,1,1,3,1,7,1,0,0,0,2,2,0,1,0,1,1,1,0,0,1340
413,0,1,1,1,2,1,4,1,1,6,1,5,1,4,4,1,3,1,1,1,1,0,2,2914
414,0,1,1,1,2,1,3,1,3,2,1,2,1,2,4,1,0,0,0,0,1,0,0,915
415,0,0,0,0,1,0,0,0,0,1,0,1,0,2,2,1,1,1,2,0,1,2,0,672
416,0,1,1,1,2,1,2,1,3,1,1,1,0,2,1,1,1,0,1,1,1,2,0,1151
417,0,1,1,1,1,1,2,1,2,3,0,1,0,2,3,1,0,0,0,0,1,3,1,627
418,0,1,0,0,3,1,2,1,0,4,0,1,0,2,3,1,1,0,1,1,1,0,0,816
419,0,1,0,1,1,1,2,1,0,2,0,0,0,3,2,0,1,0,1,0,1,0,0,1037
420,0,1,1,0,2,1,3,1,0,3,1,3,1,3,3,1,1,0,1,1,0,0,0,971
421,0,1,0,1,1,1,2,1,5,3,0,0,0,2,2,1,1,0,1,1,1,0,0,791
422,0,1,1,0,1,1,2,1,2,2,0,1,1,3,3,1,0,0,0,0,1,0,0,864
423,0,1,1,0,1,1,4,1,1,1,1,1,0,3,3,1,0,0,0,0,1,0,0,1055
424,0,1,0,1,1,1,1,0,1,3,0,1,0,3,4,1,0,0,0,0,1,1,0,347
425,0,1,1,1,1,1,3,1,3,4,1,1,0,3,3,1,3,2,1,1,1,0,0,1018
426,0,1,0,0,1,1,2,1,0,4,0,2,1,1,2,1,0,0,0,0,0,0,0,272
427,0,1,0,1,1,1,4,1,0,1,0,1,0,3,3,0,1,0,1,1,0,0,0,887
428,0,1,1,1,1,1,3,1,6,2,1,3,0,3,3,1,1,0,1,1,1,2,0,1328
429,0,1,1,1,1,1,2,1,11,4,0,4,0,3,3,1,2,1,2,1,1,0,0,1202
430,0,1,0,0,1,1,1,1,0,3,0,0,0,3,2,1,0,0,0,0,0,0,0,455
431,0,0,0,1,1,1,2,1,0,1,0,0,0,4,2,0,1,0,1,0,1,0,0,348
432,0,1,0,0,1,0,0,0,0,3,0,2,1,2,3,0,1,0,1,0,1,0,0,651
433,0,1,1,1,2,1,1,1,5,2,1,0,0,4,4,1,0,0,0,0,1,1,1,884
434,0,1,0,1,2,1,3,1,4,2,0,1,0,1,2,1,1,1,2,1,1,0,0,872
435,0,0,0,0,1,0,0,0,1,1,0,1,0,2,2,0,0,0,0,0,1,0,0,430
436,0,1,1,0,1,0,0,0,3,2,1,1,1,3,3,1,1,0,1,1,1,0,0,442
437,1,1,0,0,1,1,2,0,1,1,0,0,0,3,3,1,0,0,0,0,1,0,0,969
438,0,1,1,1,1,1,3,1,0,3,0,3,1,3,3,0,2,1,1,1,1,0,1,880
439,0,1,0,1,1,1,5,1,4,1,0,1,0,3,3,0,1,0,1,0,1,6,4,903
440,0,1,1,1,1,1,3,1,1,1,0,2,0,4,4,0,0,0,0,0,1,3,0,486
441,0,1,0,0,1,0,0,0,2,3,1,1,0,1,1,1,0,0,0,0,1,1,0,711
442,0,1,1,0,2,1,3,1,2,3,1,3,1,2,2,1,2,2,2,1,1,0,0,1551
443,0,1,0,0,1,1,3,1,2,2,0,0,1,3,3,0,0,0,0,0,1,0,0,1151
444,0,1,1,1,3,1,3,1,7,5,0,1,0,3,3,1,1,0,1,1,1,2,4,1531
445,0,1,0,1,1,0,0,0,1,2,2,0,0,4,3,1,0,0,0,0,1,0,0,599
446,0,1,0,0,1,0,0,0,1,2,0,1,0,2,2,0,0,0,0,0,1,0,0,460
447,0,1,0,1,1,1,3,1,1,3,0,0,1,3,3,1,0,0,0,0,1,2,0,1405
448,1,0,1,1,1,1,5,1,1,5,2,3,1,4,4,1,1,0,1,0,1,1,1,1413
449,0,0,0,0,1,1,2,1,2,1,0,0,0,3,2,0,0,0,0,0,0,0,0,844
450,0,1,0,1,2,1,3,1,5,7,1,3,1,3,3,1,3,2,1,1,1,7,2,2330
451,0,1,1,1,3,0,0,0,0,4,0,4,0,2,3,1,5,4,2,1,1,0,0,878
452,0,1,0,0,1,1,2,1,4,4,0,1,1,2,2,1,0,0,0,0,1,0,0,624
453,0,1,0,1,1,0,0,0,3,2,0,0,0,3,3,0,0,0,0,0,1,0,0,399
454,0,1,0,0,1,1,3,0,0,1,1,1,1,2,1,0,0,0,0,0,1,0,0,1020
455,0,1,0,1,1,0,0,0,0,1,0,0,0,3,2,1,1,0,1,0,1,0,0,1079
456,0,1,0,1,1,0,0,0,1,2,1,1,0,3,3,1,1,0,1,1,1,0,0,1094
457,0,1,1,1,1,1,4,1,5,5,1,2,1,3,3,1,1,0,1,1,1,1,2,1351
458,0,1,1,1,1,1,2,1,2,1,0,1,0,2,2,1,1,1,2,1,1,0,0,873
459,0,1,0,1,3,1,2,1,5,3,1,1,0,2,2,0,0,0,0,0,1,1,2,1332
460,0,1,0,1,1,1,2,1,0,2,1,1,0,3,3,1,2,1,1,1,1,1,2,1327
461,0,1,0,1,1,1,2,1,1,1,0,1,0,2,2,1,1,0,1,1,0,0,0,347
462,0,1,1,0,1,1,3,1,2,3,1,1,0,2,2,1,1,1,2,1,1,1,1,1136
463,0,1,0,0,1,1,2,1,2,4,0,1,1,3,3,0,1,0,1,1,1,5,0,1277
464,0,1,1,1,1,1,2,1,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1114
465,0,1,0,1,2,1,2,1,5,3,0,1,0,2,2,0,1,0,1,0,1,0,0,762
466,0,1,1,1,1,1,4,1,8,3,0,1,1,2,3,1,1,0,1,1,1,1,1,2042
467,0,1,1,0,1,1,5,1,3,2,0,1,0,2,2,0,1,0,1,1,1,0,2,821
468,0,0,0,0,1,0,0,0,0,2,0,0,0,1,2,1,0,0,0,0,1,0,0,701
469,0,1,0,1,2,1,3,1,2,1,0,1,0,2,3,1,1,0,1,1,1,0,0,2174
470,0,1,1,1,2,1,2,1,6,4,4,1,0,3,3,1,0,0,0,0,1,0,0,2324
471,0,1,1,1,1,1,3,1,1,2,0,1,1,3,3,1,3,2,1,1,1,0,0,1487
472,0,1,1,1,1,1,4,1,0,1,0,1,0,1,2,1,3,1,1,1,0,0,1,832
473,0,1,0,1,1,1,2,1,2,2,1,2,1,3,3,1,4,2,1,1,1,0,0,656
474,0,0,0,0,2,1,2,1,4,4,0,1,0,2,3,1,1,0,1,1,0,0,0,478
475,0,1,1,0,1,1,4,1,4,3,0,1,1,2,2,1,3,1,1,1,1,0,0,651
476,1,1,1,1,1,1,3,1,0,1,0,1,0,2,2,1,2,0,1,1,0,0,0,720
477,0,1,0,1,2,1,3,1,0,4,0,2,1,2,3,1,3,2,2,1,1,0,0,761
478,0,1,0,0,1,1,4,1,0,3,1,2,1,2,3,1,1,0,1,1,1,0,2,3090
479,0,1,0,0,2,1,3,1,2,3,1,0,0,2,3,1,1,0,1,1,0,0,0,1769
480,0,1,1,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,472
481,0,1,0,0,1,1,2,1,1,3,0,1,1,3,4,0,1,0,1,1,1,0,0,901
482,0,1,1,1,1,1,4,1,4,4,0,1,1,2,2,1,4,0,1,1,0,0,0,1412
483,0,1,0,0,1,1,2,1,7,4,0,4,1,2,3,1,2,1,2,1,1,0,1,3002
484,0,0,0,0,1,1,3,1,0,3,1,1,1,2,2,1,1,0,1,0,0,0,0,617
485,0,1,0,0,1,1,2,0,0,2,0,0,0,4,3,0,0,0,0,0,0,0,0,676
486,0,1,0,0,1,1,2,1,1,2,0,1,0,3,3,0,0,0,0,0,0,0,0,578
487,0,1,0,0,1,1,3,1,2,4,0,1,1,3,3,1,3,1,1,1,0,0,3,433
488,0,1,0,0,1,1,3,1,2,2,0,2,1,2,3,1,1,1,2,0,1,2,0,782
489,0,1,1,1,2,1,2,1,2,2,0,1,0,3,3,1,1,0,1,1,0,0,0,1076
490,0,0,0,1,1,1,3,1,2,3,0,0,0,4,4,0,0,0,0,0,1,1,0,659
491,0,1,0,1,1,1,3,1,1,1,0,0,0,3,3,0,0,0,0,0,1,0,0,1995
492,0,1,1,0,1,1,2,0,0,3,1,0,1,2,3,1,0,0,0,0,1,0,0,1284
493,0,0,0,1,1,1,1,0,2,3,0,1,1,3,3,1,0,0,0,0,1,0,0,449
494,0,1,0,1,1,1,2,1,1,1,0,0,0,2,2,0,0,0,0,0,1,0,0,533
495,0,1,1,0,1,1,2,1,2,2,0,0,0,2,1,1,0,0,0,0,0,0,0,217
496,0,1,0,1,2,1,3,1,3,5,1,1,1,2,4,0,3,1,1,1,1,0,0,790
497,0,1,1,1,2,1,4,1,4,5,1,2,0,3,3,1,2,0,1,1,1,0,0,1707
498,0,1,1,1,1,1,3,1,1,3,0,1,1,2,2,0,2,0,1,1,1,0,3,1273
499,0,1,0,1,1,1,3,1,1,1,1,0,0,3,3,0,1,0,1,1,1,2,1,1215
500,0,0,1,0,1,1,2,1,4,2,1,1,0,2,3,1,1,0,1,1,0,1,1,902
501,0,1,0,0,2,0,0,0,0,1,0,2,0,2,3,0,0,0,0,0,0,0,2,250
502,0,1,0,1,1,1,3,1,2,5,0,1,0,3,3,1,2,1,1,1,1,0,0,1464
503,0,1,1,1,2,1,3,1,2,3,0,0,0,3,3,1,2,0,1,1,1,1,1,1026
504,0,1,0,1,1,1,3,1,11,3,1,2,1,2,3,1,3,1,2,1,1,0,1,3199
505,0,1,0,0,1,1,3,1,5,4,1,2,1,3,3,1,1,0,1,1,1,0,0,1159
506,0,1,0,1,1,1,2,1,1,1,0,0,0,2,2,1,0,0,0,0,1,0,0,412
507,0,1,0,1,1,1,2,1,5,2,0,1,1,3,3,1,2,0,1,1,1,0,1,1931
508,0,0,1,1,1,1,2,1,1,2,0,1,1,2,2,0,0,0,0,0,1,0,2,1926
509,0,1,1,1,2,1,2,1,6,4,0,1,0,2,2,1,3,1,1,1,1,2,0,1443
510,0,1,0,1,2,1,2,1,3,2,0,1,0,2,2,1,1,0,1,1,1,0,0,2173
511,0,1,0,1,2,1,3,1,1,3,1,2,0,2,2,1,2,1,1,1,1,0,0,1443
512,0,1,0,1,1,1,2,1,0,3,0,3,0,1,2,1,2,1,1,1,1,0,0,234
513,0,1,0,1,1,1,2,1,1,2,0,1,0,3,3,1,1,0,1,0,1,0,0,850
514,0,1,0,1,1,1,3,1,3,3,1,2,1,2,3,1,1,0,1,1,1,1,0,1703
515,0,1,0,0,1,0,0,0,1,1,0,1,0,2,3,1,1,1,2,1,1,0,0,787
516,0,0,0,0,1,0,0,0,0,2,0,2,0,2,4,0,0,0,0,0,1,0,0,1091
517,0,1,1,1,1,1,3,1,5,2,0,0,0,2,2,1,1,0,1,1,1,0,1,1320
518,0,1,1,1,1,0,0,0,0,1,0,0,1,2,3,1,0,0,0,0,1,0,0,827
519,0,1,0,1,1,1,4,1,4,2,0,1,1,2,2,1,4,1,1,1,1,2,0,4737
520,0,0,0,1,1,1,3,1,4,2,0,1,1,3,3,1,1,0,1,1,1,0,0,2470
521,0,1,1,1,2,1,2,1,0,4,0,1,0,3,3,1,1,1,2,1,1,0,0,2175
522,0,1,0,0,1,1,4,1,2,2,0,1,1,2,3,1,1,0,1,1,1,1,2,896
523,0,0,1,0,1,1,2,0,0,1,0,1,0,2,1,1,1,0,1,1,0,0,2,713
524,0,0,0,1,1,1,1,1,2,2,0,0,0,2,3,1,0,0,0,0,1,1,0,643
525,0,1,1,1,1,1,2,1,4,3,1,2,0,2,2,1,1,0,1,1,0,0,0,939
526,0,1,0,0,1,0,0,0,0,1,0,0,1,2,2,0,2,1,1,1,0,1,0,273
527,0,1,0,1,2,1,3,1,1,5,0,2,1,2,3,1,1,0,1,1,1,4,2,1096
528,0,1,0,0,1,1,3,1,3,6,1,2,1,2,3,1,3,1,1,1,1,0,0,1355
529,1,1,0,0,1,1,2,1,0,1,0,0,0,3,3,0,0,0,0,0,0,0,0,805
530,0,1,0,0,1,1,3,1,1,2,0,0,0,3,3,0,0,0,0,0,1,1,0,1005
531,0,1,0,0,2,1,3,1,1,3,0,2,1,2,2,1,1,0,1,1,1,0,2,1395
